,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,company
332,Fiat Avventura Urban Cross 1.3 Multijet Emotion,2018,650000.0,38083.0,Diesel,Dealer,Manual,First Owner,Fiat
333,Fiat Grande Punto 1.3 Dynamic (Diesel),2010,150000.0,63000.0,Diesel,Individual,Manual,Third Owner,Fiat
334,Fiat Grande Punto 1.3 Dynamic (Diesel),2012,185000.0,100000.0,Diesel,Individual,Manual,Second Owner,Fiat
335,Fiat Grande Punto Active (Diesel),2009,125000.0,95000.0,Diesel,Individual,Manual,Second Owner,Fiat
337,Fiat Grande Punto Emotion 90Hp,2013,250000.0,80000.0,Diesel,Individual,Manual,First Owner,Fiat
338,Fiat Grande Punto EVO 1.3 Active,2014,260000.0,50000.0,Diesel,Individual,Manual,First Owner,Fiat
340,Fiat Grande Punto EVO 1.3 Active,2014,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Fiat
341,Fiat Grande Punto EVO 1.3 Dynamic,2014,325000.0,70000.0,Diesel,Individual,Manual,First Owner,Fiat
342,Fiat Grande Punto EVO 90HP 1.3 Sport,2014,250000.0,90000.0,Diesel,Individual,Manual,First Owner,Fiat
343,Fiat Linea 1.3 Emotion,2010,221000.0,65000.0,Diesel,Dealer,Manual,First Owner,Fiat
344,Fiat Linea 1.3 Emotion,2014,221000.0,131365.0,Diesel,Individual,Manual,First Owner,Fiat
345,Fiat Linea 1.3 Multijet Emotion,2015,550000.0,113600.0,Diesel,Individual,Manual,First Owner,Fiat
346,Fiat Linea Active (Diesel),2011,190000.0,80000.0,Diesel,Individual,Manual,Third Owner,Fiat
347,Fiat Linea Classic 1.3 Multijet,2015,350000.0,130000.0,Diesel,Individual,Manual,First Owner,Fiat
348,Fiat Linea Dynamic,2013,350000.0,70000.0,Petrol,Individual,Manual,First Owner,Fiat
350,Fiat Linea Emotion,2010,170000.0,100000.0,Petrol,Individual,Manual,First Owner,Fiat
351,Fiat Linea Emotion (Diesel),2011,225000.0,60000.0,Diesel,Individual,Manual,First Owner,Fiat
352,Fiat Linea T Jet Emotion,2010,215000.0,90000.0,Petrol,Individual,Manual,Second Owner,Fiat
354,Fiat Linea T Jet Emotion,2018,890000.0,1744.08,Petrol,Dealer,Manual,First Owner,Fiat
355,Fiat Linea T Jet Plus,2011,500000.0,20000.0,Petrol,Individual,Manual,First Owner,Fiat
356,Fiat Palio 1.2 Sport,2007,125000.0,50000.0,Petrol,Individual,Manual,Second Owner,Fiat
357,Fiat Palio D 1.9 EL PS,2003,55000.0,35000.0,Diesel,Individual,Manual,Second Owner,Fiat
358,Fiat Punto 1.2 Active,2010,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,Fiat
359,Fiat Punto 1.3 Active,2010,99000.0,80000.0,Diesel,Individual,Manual,Second Owner,Fiat
360,Fiat Punto 1.3 Emotion,2010,130000.0,210000.0,Diesel,Individual,Manual,Second Owner,Fiat
361,Fiat Punto 1.3 Emotion,2010,285000.0,75000.0,Diesel,Individual,Manual,Third Owner,Fiat
362,Fiat Punto 1.3 Emotion,2013,350000.0,160254.0,Diesel,Dealer,Manual,Second Owner,Fiat
363,Fiat Punto 1.4 Emotion,2010,165000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,Fiat
364,Fiat Punto EVO 1.3 Dynamic,2016,500000.0,35000.0,Diesel,Individual,Manual,First Owner,Fiat
365,Fiat Punto EVO 1.3 Emotion,2017,450000.0,70000.0,Diesel,Individual,Manual,First Owner,Fiat
366,Force One EX,2014,346000.0,37516.0,Diesel,Individual,Manual,First Owner,Force
367,Ford Aspire Titanium BSIV,2017,430000.0,101159.0,Petrol,Dealer,Manual,First Owner,Ford
368,Ford Aspire Titanium BSIV,2020,828999.0,1744.08,Petrol,Dealer,Manual,Test Drive Car,Ford
369,Ford Aspire Titanium Diesel BSIV,2016,600000.0,155201.0,Diesel,Dealer,Manual,First Owner,Ford
370,Ford Aspire Titanium Diesel BSIV,2017,700000.0,21170.0,Diesel,Dealer,Manual,First Owner,Ford
371,Ford Aspire Titanium Plus BSIV,2015,550000.0,17100.0,Petrol,Dealer,Manual,Second Owner,Ford
372,Ford Aspire Titanium Plus BSIV,2018,782000.0,14000.0,Petrol,Dealer,Manual,First Owner,Ford
373,Ford Aspire Titanium Plus Diesel BSIV,2018,861999.0,20000.0,Diesel,Dealer,Manual,First Owner,Ford
374,Ford Aspire Titanium Plus Diesel BSIV,2019,675000.0,15000.0,Diesel,Individual,Manual,First Owner,Ford
375,Ford Classic 1.4 Duratorq LXI,2013,250000.0,35000.0,Diesel,Individual,Manual,First Owner,Ford
376,Ford Classic 1.6 Duratec LXI,2011,265000.0,20000.0,Petrol,Dealer,Manual,First Owner,Ford
377,Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,650000.0,45839.0,Petrol,Dealer,Manual,First Owner,Ford
378,Ford Ecosport 1.0 Ecoboost Titanium,2014,550000.0,72000.0,Petrol,Individual,Manual,Second Owner,Ford
379,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000.0,100000.0,Petrol,Individual,Manual,First Owner,Ford
382,Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,475000.0,65239.0,Petrol,Dealer,Manual,First Owner,Ford
383,Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,790000.0,40000.0,Diesel,Individual,Manual,Second Owner,Ford
384,Ford Ecosport 1.5 Diesel Titanium,2016,650000.0,57904.0,Diesel,Dealer,Manual,First Owner,Ford
385,Ford Ecosport 1.5 Diesel Titanium,2017,760000.0,42494.0,Diesel,Dealer,Manual,First Owner,Ford
386,Ford Ecosport 1.5 Diesel Titanium,2020,1000000.0,1744.08,Diesel,Dealer,Manual,Test Drive Car,Ford
387,Ford EcoSport 1.5 Diesel Titanium BSIV,2017,925000.0,35000.0,Diesel,Individual,Manual,First Owner,Ford
388,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,615000.0,15000.0,Diesel,Individual,Manual,First Owner,Ford
389,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,950000.0,17000.0,Diesel,Individual,Manual,First Owner,Ford
390,Ford Ecosport 1.5 Diesel Titanium Plus,2019,1250000.0,6590.0,Diesel,Dealer,Manual,First Owner,Ford
391,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2014,550000.0,79800.0,Diesel,Dealer,Manual,First Owner,Ford
392,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2015,550000.0,97000.0,Diesel,Dealer,Manual,Second Owner,Ford
393,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,825000.0,35000.0,Diesel,Individual,Manual,First Owner,Ford
394,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,840000.0,49213.0,Diesel,Dealer,Manual,First Owner,Ford
396,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,930000.0,12000.0,Diesel,Individual,Manual,First Owner,Ford
397,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,930000.0,20000.0,Diesel,Individual,Manual,First Owner,Ford
400,Ford EcoSport 1.5 Diesel Trend BSIV,2017,700000.0,50000.0,Diesel,Individual,Manual,First Owner,Ford
401,Ford EcoSport 1.5 Diesel Trend BSIV,2018,841000.0,1744.08,Diesel,Individual,Manual,First Owner,Ford
402,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,710000.0,40000.0,Diesel,Individual,Manual,First Owner,Ford
403,Ford Ecosport 1.5 DV5 MT Ambiente,2013,500000.0,60000.0,Diesel,Individual,Manual,Second Owner,Ford
404,Ford Ecosport 1.5 DV5 MT Titanium,2013,425000.0,72000.0,Diesel,Individual,Manual,First Owner,Ford
405,Ford Ecosport 1.5 DV5 MT Titanium,2014,500000.0,49000.0,Diesel,Individual,Manual,First Owner,Ford
406,Ford Ecosport 1.5 DV5 MT Titanium,2014,525000.0,75000.0,Diesel,Individual,Manual,Second Owner,Ford
407,Ford Ecosport 1.5 DV5 MT Titanium,2014,550000.0,110000.0,Diesel,Individual,Manual,First Owner,Ford
408,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000.0,63356.0,Diesel,Dealer,Manual,Second Owner,Ford
409,Ford Ecosport 1.5 DV5 MT Titanium,2014,580000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford
410,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000.0,87000.0,Diesel,Individual,Manual,Second Owner,Ford
411,Ford Ecosport 1.5 DV5 MT Titanium,2014,600000.0,30000.0,Diesel,Individual,Manual,First Owner,Ford
412,Ford Ecosport 1.5 DV5 MT Titanium,2014,750000.0,101504.0,Diesel,Dealer,Manual,First Owner,Ford
413,Ford Ecosport 1.5 DV5 MT Titanium,2015,470000.0,146000.0,Diesel,Dealer,Manual,First Owner,Ford
414,Ford Ecosport 1.5 DV5 MT Titanium,2015,550000.0,135000.0,Diesel,Individual,Manual,Second Owner,Ford
415,Ford Ecosport 1.5 DV5 MT Titanium,2015,650000.0,68000.0,Diesel,Individual,Manual,First Owner,Ford
417,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,450000.0,99117.0,Diesel,Dealer,Manual,First Owner,Ford
418,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,610000.0,77000.0,Diesel,Dealer,Manual,First Owner,Ford
419,Ford Ecosport 1.5 DV5 MT Trend,2018,800000.0,37161.0,Diesel,Dealer,Manual,First Owner,Ford
420,Ford Ecosport 1.5 Petrol Ambiente,2017,650000.0,6000.0,Petrol,Individual,Manual,First Owner,Ford
422,Ford EcoSport 1.5 Petrol Titanium BSIV,2017,800000.0,19000.0,Petrol,Individual,Manual,First Owner,Ford
424,Ford Ecosport 1.5 Petrol Titanium Plus,2019,1100000.0,5166.0,Petrol,Dealer,Manual,Test Drive Car,Ford
425,Ford Ecosport 1.5 Petrol Titanium Plus AT,2018,875000.0,10000.0,Petrol,Individual,Automatic,First Owner,Ford
426,Ford EcoSport 1.5 Petrol Titanium Plus AT BSIV,2015,750000.0,48238.0,Petrol,Trustmark Dealer,Automatic,First Owner,Ford
427,Ford Ecosport 1.5 Petrol Trend,2020,1030000.0,1744.08,Petrol,Dealer,Manual,Test Drive Car,Ford
428,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,93283.0,Diesel,Dealer,Manual,First Owner,Ford
429,Ford EcoSport 1.5 TDCi Titanium BSIV,2013,600000.0,125531.0,Diesel,Dealer,Manual,Second Owner,Ford
430,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,530000.0,175000.0,Diesel,Individual,Manual,Third Owner,Ford
431,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,585000.0,81150.0,Diesel,Dealer,Manual,First Owner,Ford
432,Ford EcoSport 1.5 TDCi Titanium BSIV,2015,650000.0,100000.0,Diesel,Individual,Manual,Second Owner,Ford
433,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000.0,81595.0,Diesel,Dealer,Manual,First Owner,Ford
434,Ford EcoSport 1.5 TDCi Titanium BSIV,2016,650000.0,25061.0,Diesel,Dealer,Manual,First Owner,Ford
435,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000.0,21394.0,Diesel,Dealer,Manual,First Owner,Ford
436,Ford EcoSport 1.5 TDCi Titanium BSIV,2018,950000.0,27620.0,Diesel,Dealer,Manual,First Owner,Ford
438,Ford EcoSport 1.5 TDCi Titanium Plus BE BSIV,2018,925000.0,50699.0,Diesel,Dealer,Manual,First Owner,Ford
439,Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2020,1334000.0,1744.08,Diesel,Dealer,Manual,Test Drive Car,Ford
440,Ford Ecosport 1.5 Ti VCT AT Titanium,2014,475000.0,48000.0,Petrol,Dealer,Automatic,Second Owner,Ford
441,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,850000.0,19000.0,Petrol,Dealer,Manual,First Owner,Ford
442,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2020,1119000.0,1744.08,Petrol,Dealer,Manual,Test Drive Car,Ford
443,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,2017,750000.0,18054.0,Petrol,Dealer,Manual,First Owner,Ford
444,Ford EcoSport 1.5 Ti VCT MT Trend BSIV,2017,650000.0,19014.0,Petrol,Dealer,Manual,First Owner,Ford
445,Ford Ecosport Sports Petrol,2020,1100000.0,1744.08,Petrol,Individual,Manual,First Owner,Ford
446,Ford Ecosport Thunder Edition Diesel,2020,1331000.0,1744.08,Diesel,Dealer,Manual,Test Drive Car,Ford
447,Ford Endeavour 2.2 Titanium AT 4X2,2019,2675000.0,10000.0,Diesel,Individual,Automatic,First Owner,Ford
448,Ford Endeavour 2.5L 4X2,2011,500000.0,223158.4,Diesel,Dealer,Manual,Second Owner,Ford
449,Ford Endeavour 2.5L 4X2 MT,2004,400000.0,93415.0,Diesel,Dealer,Manual,First Owner,Ford
450,Ford Endeavour 2.5L 4X2 MT,2008,400000.0,110000.0,Diesel,Individual,Manual,Third Owner,Ford
451,Ford Endeavour 2.5L 4X2 MT,2009,500000.0,105000.0,Diesel,Individual,Manual,Second Owner,Ford
452,Ford Endeavour 2.5L 4X2 MT,2011,550000.0,54000.0,Diesel,Individual,Manual,Second Owner,Ford
453,Ford Endeavour 3.0L 4X4 AT,2011,1000000.0,90000.0,Diesel,Individual,Automatic,Second Owner,Ford
454,Ford Endeavour 3.0L 4X4 AT,2013,900000.0,98000.0,Diesel,Dealer,Automatic,First Owner,Ford
455,Ford Endeavour 3.2 Titanium AT 4X4,2016,1800000.0,126000.0,Diesel,Dealer,Automatic,First Owner,Ford
456,Ford Endeavour 3.2 Titanium AT 4X4,2016,1950000.0,106000.0,Diesel,Individual,Automatic,First Owner,Ford
457,Ford Endeavour 3.2 Titanium AT 4X4,2016,2100000.0,91505.0,Diesel,Dealer,Automatic,First Owner,Ford
458,Ford Endeavour 3.2 Titanium AT 4X4,2017,2675000.0,30000.0,Diesel,Individual,Automatic,First Owner,Ford
460,Ford Endeavour 3.2 Titanium AT 4X4,2018,2675000.0,56000.0,Diesel,Dealer,Automatic,First Owner,Ford
461,Ford Endeavour 3.2 Titanium AT 4X4,2019,2675000.0,20000.0,Diesel,Individual,Automatic,First Owner,Ford
462,Ford Endeavour 4x2 XLT,2004,195000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford
463,Ford Endeavour 4x4 XLT,2004,275000.0,22288.0,Diesel,Dealer,Manual,Second Owner,Ford
464,Ford Endeavour 4x4 XLT,2005,350000.0,150000.0,Diesel,Individual,Manual,Second Owner,Ford
465,Ford Endeavour Hurricane Limited Edition,2007,400000.0,110000.0,Diesel,Individual,Automatic,Fourth & Above Owner,Ford
466,Ford Endeavour Titanium 4X2,2011,600000.0,149674.0,Diesel,Dealer,Manual,Second Owner,Ford
467,Ford Endeavour Titanium Plus 4X4,2017,2650000.0,60000.0,Diesel,Dealer,Automatic,First Owner,Ford
468,Ford Endeavour Titanium Plus 4X4,2017,2675000.0,60000.0,Diesel,Dealer,Automatic,First Owner,Ford
469,Ford Endeavour XLT TDCi 4X2,2008,280000.0,190000.0,Diesel,Individual,Manual,Second Owner,Ford
470,Ford Fiesta 1.4 Duratec ZXI,2008,120000.0,100000.0,Petrol,Individual,Manual,Third Owner,Ford
471,Ford Fiesta 1.4 SXi TDCi,2009,80000.0,180000.0,Diesel,Individual,Manual,Second Owner,Ford
472,Ford Fiesta 1.4 SXi TDCi ABS,2008,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford
473,Ford Fiesta 1.4 ZXi Duratec,2010,150000.0,110000.0,Petrol,Individual,Manual,First Owner,Ford
474,Ford Fiesta 1.4 ZXi Leather,2007,100000.0,170000.0,Petrol,Individual,Manual,First Owner,Ford
475,Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000.0,100000.0,Diesel,Individual,Manual,Fourth & Above Owner,Ford
477,Ford Fiesta 1.4 ZXi TDCi ABS,2009,150000.0,110000.0,Diesel,Individual,Manual,Second Owner,Ford
478,Ford Fiesta 1.5 TDCi Ambiente,2014,800000.0,20000.0,Diesel,Individual,Manual,First Owner,Ford
479,Ford Fiesta 1.5 TDCi Titanium,2011,195000.0,133564.0,Diesel,Dealer,Manual,First Owner,Ford
480,Ford Fiesta 1.5 TDCi Titanium,2012,199000.0,92000.0,Diesel,Dealer,Manual,Third Owner,Ford
481,Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000.0,80000.0,Petrol,Individual,Manual,Second Owner,Ford
482,Ford Fiesta 1.6 Duratec S,2010,300000.0,70000.0,Petrol,Individual,Manual,Second Owner,Ford
483,Ford Fiesta 1.6 ZXi Duratec,2007,190000.0,60000.0,Petrol,Individual,Manual,Third Owner,Ford
484,Ford Fiesta 1.6 ZXi Duratec,2009,233000.0,58000.0,Petrol,Individual,Manual,Third Owner,Ford
485,Ford Fiesta 1.6 ZXi Leather,2006,81000.0,83411.0,Petrol,Individual,Manual,First Owner,Ford
486,Ford Fiesta 1.6 ZXi Leather,2006,95000.0,83411.0,Petrol,Individual,Manual,First Owner,Ford
487,Ford Fiesta Classic 1.4 Duratorq CLXI,2011,150000.0,186000.0,Diesel,Individual,Manual,Second Owner,Ford
488,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,450000.0,90165.0,Diesel,Dealer,Manual,First Owner,Ford
489,Ford Fiesta Classic 1.4 Duratorq CLXI,2014,325000.0,80322.0,Diesel,Dealer,Manual,First Owner,Ford
490,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000.0,120000.0,Diesel,Individual,Manual,Third Owner,Ford
492,Ford Fiesta Classic 1.4 SXI Duratorq,2006,110000.0,101100.0,Diesel,Individual,Manual,Third Owner,Ford
493,Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000.0,98000.0,Diesel,Individual,Manual,Second Owner,Ford
494,Ford Fiesta Classic 1.6 Duratec CLXI,2012,350000.0,38000.0,Petrol,Individual,Manual,First Owner,Ford
495,Ford Fiesta Diesel Style,2013,380000.0,83000.0,Diesel,Dealer,Manual,First Owner,Ford
496,Ford Fiesta Diesel Trend,2012,200000.0,91245.0,Diesel,Dealer,Manual,First Owner,Ford
497,Ford Fiesta Petrol Trend,2012,450000.0,60000.0,Petrol,Dealer,Manual,First Owner,Ford
498,Ford Fiesta Titanium 1.5 TDCi,2011,325000.0,100000.0,Diesel,Individual,Manual,Second Owner,Ford
499,Ford Fiesta Titanium 1.5 TDCi,2011,550000.0,80000.0,Diesel,Individual,Manual,First Owner,Ford
501,Ford Fiesta Titanium 1.5 TDCi,2012,165000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford
502,Ford Fiesta Titanium 1.5 TDCi,2013,450000.0,75000.0,Diesel,Individual,Manual,Second Owner,Ford
503,Ford Figo 1.2P Ambiente MT,2015,229999.0,45000.0,Petrol,Individual,Manual,First Owner,Ford
504,Ford Figo 1.2P Titanium MT,2019,600000.0,25000.0,Petrol,Individual,Manual,First Owner,Ford
505,Ford Figo 1.2P Titanium MT,2019,700000.0,12586.0,Petrol,Dealer,Manual,First Owner,Ford
506,Ford Figo 1.2P Titanium Plus MT,2012,260000.0,42000.0,Petrol,Dealer,Manual,First Owner,Ford
507,Ford Figo 1.5 Sports Edition MT,2017,600000.0,43235.0,Diesel,Dealer,Manual,First Owner,Ford
508,Ford Figo 1.5D Ambiente ABS MT,2016,350000.0,60000.0,Diesel,Individual,Manual,Second Owner,Ford
509,Ford Figo 1.5D Titanium MT,2016,515000.0,25000.0,Diesel,Individual,Manual,First Owner,Ford
510,Ford Figo 1.5D Titanium MT,2017,600000.0,35122.0,Diesel,Dealer,Manual,First Owner,Ford
511,Ford Figo 1.5D Titanium Opt MT,2015,495000.0,52328.0,Diesel,Dealer,Manual,First Owner,Ford
512,Ford Figo 1.5D Trend MT,2016,400000.0,45217.0,Diesel,Dealer,Manual,First Owner,Ford
513,Ford Figo 1.5D Trend MT,2016,495000.0,40000.0,Diesel,Individual,Manual,First Owner,Ford
514,Ford Figo 1.5D Trend MT,2017,545000.0,40000.0,Diesel,Individual,Manual,First Owner,Ford
515,Ford Figo 1.5P Titanium AT,2017,774000.0,1758.0,Petrol,Dealer,Automatic,First Owner,Ford
516,Ford Figo 1.5P Titanium AT,2018,711000.0,1744.08,Petrol,Dealer,Automatic,First Owner,Ford
517,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,450000.0,70000.0,Petrol,Individual,Manual,First Owner,Ford
518,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2015,530000.0,14272.0,Petrol,Dealer,Manual,First Owner,Ford
520,Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,2018,650000.0,15000.0,Petrol,Individual,Manual,First Owner,Ford
521,Ford Figo Aspire 1.2 Ti-VCT Trend,2016,380000.0,15000.0,Petrol,Individual,Manual,First Owner,Ford
522,Ford Figo Aspire 1.2 Ti-VCT Trend,2017,530000.0,10832.0,Petrol,Dealer,Manual,First Owner,Ford
524,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,550000.0,35000.0,Petrol,Individual,Manual,First Owner,Ford
525,Ford Figo Aspire 1.5 TDCi Ambiente ABS,2017,550000.0,100000.0,Diesel,Individual,Manual,First Owner,Ford
526,Ford Figo Aspire 1.5 TDCi Titanium,2016,400000.0,70000.0,Diesel,Individual,Manual,First Owner,Ford
527,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000.0,88635.0,Diesel,Dealer,Manual,First Owner,Ford
528,Ford Figo Aspire 1.5 TDCi Titanium,2017,700000.0,49957.0,Diesel,Dealer,Manual,First Owner,Ford
529,Ford Figo Aspire 1.5 TDCi Titanium,2020,530000.0,45000.0,Diesel,Dealer,Manual,First Owner,Ford
530,Ford Figo Aspire 1.5 TDCi Titanium Plus,2015,459999.0,140730.0,Diesel,Dealer,Manual,Second Owner,Ford
531,Ford Figo Aspire 1.5 TDCi Trend,2015,459999.0,148620.0,Diesel,Dealer,Manual,First Owner,Ford
532,Ford Figo Aspire 1.5 TDCi Trend,2017,675000.0,30000.0,Diesel,Individual,Manual,First Owner,Ford
533,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,570000.0,44077.0,Petrol,Dealer,Automatic,First Owner,Ford
534,Ford Figo Aspire Facelift,2018,624000.0,14681.0,Diesel,Dealer,Manual,First Owner,Ford
536,Ford Figo Aspire Titanium Plus Diesel,2019,894999.0,13000.0,Diesel,Dealer,Manual,Test Drive Car,Ford
537,Ford Figo Diesel Celebration Edition,2013,150000.0,80000.0,Diesel,Individual,Manual,Second Owner,Ford
538,Ford Figo Diesel Celebration Edition,2013,190000.0,120000.0,Diesel,Individual,Manual,First Owner,Ford
539,Ford Figo Diesel Celebration Edition,2013,260000.0,65000.0,Diesel,Individual,Manual,First Owner,Ford
540,Ford Figo Diesel Celebration Edition,2013,285000.0,90000.0,Diesel,Individual,Manual,Second Owner,Ford
541,Ford Figo Diesel Celebration Edition,2013,300000.0,50000.0,Diesel,Individual,Manual,First Owner,Ford
542,Ford Figo Diesel EXI,2010,130000.0,100000.0,Diesel,Individual,Manual,Third Owner,Ford
543,Ford Figo Diesel EXI,2011,140000.0,90000.0,Diesel,Individual,Manual,Third Owner,Ford
544,Ford Figo Diesel EXI,2011,250000.0,55130.0,Diesel,Dealer,Manual,Second Owner,Ford
545,Ford Figo Diesel EXI,2012,250000.0,156040.0,Diesel,Dealer,Manual,First Owner,Ford
546,Ford Figo Diesel EXI,2012,280000.0,80000.0,Diesel,Individual,Manual,Second Owner,Ford
547,Ford Figo Diesel EXI,2012,409999.0,28000.0,Diesel,Individual,Manual,First Owner,Ford
548,Ford Figo Diesel EXI,2014,280000.0,89741.0,Diesel,Dealer,Manual,Second Owner,Ford
549,Ford Figo Diesel EXI,2014,285000.0,68293.0,Diesel,Dealer,Manual,Second Owner,Ford
550,Ford Figo Diesel LXI,2011,180000.0,70000.0,Diesel,Individual,Manual,Second Owner,Ford
551,Ford Figo Diesel LXI,2011,225000.0,76736.0,Diesel,Dealer,Manual,Second Owner,Ford
552,Ford Figo Diesel LXI,2012,190000.0,130000.0,Diesel,Individual,Manual,Second Owner,Ford
553,Ford Figo Diesel Titanium,2010,105000.0,90000.0,Diesel,Individual,Manual,Third Owner,Ford
554,Ford Figo Diesel Titanium,2010,160000.0,102307.0,Diesel,Dealer,Manual,First Owner,Ford
555,Ford Figo Diesel Titanium,2010,170000.0,90000.0,Diesel,Individual,Manual,Third Owner,Ford
556,Ford Figo Diesel Titanium,2010,200000.0,100000.0,Diesel,Individual,Manual,Second Owner,Ford
557,Ford Figo Diesel Titanium,2011,150000.0,100000.0,Diesel,Individual,Manual,Second Owner,Ford
558,Ford Figo Diesel Titanium,2011,150000.0,120000.0,Diesel,Individual,Manual,Second Owner,Ford
559,Ford Figo Diesel Titanium,2011,190000.0,90000.0,Diesel,Individual,Manual,Third Owner,Ford
560,Ford Figo Diesel Titanium,2011,190000.0,110000.0,Diesel,Individual,Manual,Second Owner,Ford
561,Ford Figo Diesel Titanium,2011,220000.0,70000.0,Diesel,Individual,Manual,Second Owner,Ford
562,Ford Figo Diesel Titanium,2012,175000.0,180000.0,Diesel,Individual,Manual,First Owner,Ford
563,Ford Figo Diesel Titanium,2012,300000.0,63700.0,Diesel,Individual,Manual,First Owner,Ford
